n,wr,aw,al,pf,ret,score,bb_period,bb_std,stoch_k,stoch_smk,stoch_smd,os,ob,sl,tp1,tp2,mid_exit,use_ema,use_vol,use_bbw,bbw_max,leverage,equity_pct,commission
15,53.333333333333336,7.112767002947066,-6.000000000000001,1.3548127624661075,8.886174355058873,72.25668066485908,20,1.5,9,3,3,25,75,2.0,1.8,2.5,True,True,True,True,0.1,3,0.1,0.04
15,53.333333333333336,7.112767002947066,-6.000000000000001,1.3548127624661075,8.886174355058873,72.25668066485908,20,1.5,9,3,3,25,80,2.0,1.8,2.5,True,True,True,True,0.1,3,0.1,0.04
14,50.0,8.150055021541629,-2.999999999999999,2.7166850071805437,10.987127884776783,135.83425035902718,14,1.5,9,3,3,15,85,1.0,1.8,2.5,True,False,True,True,0.1,3,0.1,0.04
14,50.0,8.150055021541629,-2.999999999999999,2.7166850071805437,10.987127884776783,135.83425035902718,14,1.5,9,3,3,20,85,1.0,1.8,2.5,True,False,True,True,0.1,3,0.1,0.04
14,50.0,8.150055021541629,-2.999999999999999,2.7166850071805437,10.987127884776783,135.83425035902718,14,1.5,9,3,3,25,85,1.0,1.8,2.5,True,False,True,True,0.1,3,0.1,0.04
14,50.0,8.150055021541629,-2.999999999999999,2.7166850071805437,9.744694549665667,135.83425035902718,14,1.5,9,3,3,15,85,1.0,1.2,2.5,True,False,True,True,0.1,3,0.1,0.04
14,50.0,8.150055021541629,-2.999999999999999,2.7166850071805437,9.744694549665667,135.83425035902718,14,1.5,9,3,3,20,85,1.0,1.2,2.5,True,False,True,True,0.1,3,0.1,0.04
14,50.0,8.150055021541629,-2.999999999999999,2.7166850071805437,9.744694549665667,135.83425035902718,14,1.5,9,3,3,25,85,1.0,1.2,2.5,True,False,True,True,0.1,3,0.1,0.04
14,50.0,8.150055021541629,-2.999999999999999,2.7166850071805437,8.006386765902306,135.83425035902718,14,1.5,9,3,3,15,85,1.0,0.8,2.5,True,False,True,True,0.1,3,0.1,0.04
14,50.0,8.150055021541629,-2.999999999999999,2.7166850071805437,8.006386765902306,135.83425035902718,14,1.5,9,3,3,20,85,1.0,0.8,2.5,True,False,True,True,0.1,3,0.1,0.04
14,50.0,8.150055021541629,-2.999999999999999,2.7166850071805437,8.006386765902306,135.83425035902718,14,1.5,9,3,3,25,85,1.0,0.8,2.5,True,False,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-2.999999999999995,2.515179301411941,6.572910103720808,125.75896507059706,14,1.5,14,3,3,15,75,1.0,1.2,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-2.999999999999995,2.515179301411941,6.572910103720808,125.75896507059706,14,1.5,14,3,3,15,80,1.0,1.2,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-2.999999999999995,2.515179301411941,6.572910103720808,125.75896507059706,14,1.5,14,3,3,20,75,1.0,1.2,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-2.999999999999995,2.515179301411941,6.572910103720808,125.75896507059706,14,1.5,14,3,3,20,80,1.0,1.2,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-2.999999999999995,2.515179301411941,6.572910103720808,125.75896507059706,14,1.5,14,3,3,25,75,1.0,1.2,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-2.999999999999995,2.515179301411941,6.572910103720808,125.75896507059706,14,1.5,14,3,3,25,80,1.0,1.2,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-2.999999999999995,2.515179301411941,6.372184117172308,125.75896507059706,14,1.5,14,3,3,15,75,1.0,1.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-2.999999999999995,2.515179301411941,6.372184117172308,125.75896507059706,14,1.5,14,3,3,15,80,1.0,1.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-2.999999999999995,2.515179301411941,6.372184117172308,125.75896507059706,14,1.5,14,3,3,20,75,1.0,1.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-2.999999999999995,2.515179301411941,6.372184117172308,125.75896507059706,14,1.5,14,3,3,20,80,1.0,1.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-2.999999999999995,2.515179301411941,6.372184117172308,125.75896507059706,14,1.5,14,3,3,25,75,1.0,1.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-2.999999999999995,2.515179301411941,6.372184117172308,125.75896507059706,14,1.5,14,3,3,25,80,1.0,1.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-2.999999999999995,2.515179301411941,5.257888400274258,125.75896507059706,14,1.5,14,3,3,15,75,1.0,0.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-2.999999999999995,2.515179301411941,5.257888400274258,125.75896507059706,14,1.5,14,3,3,15,80,1.0,0.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-2.999999999999995,2.515179301411941,5.257888400274258,125.75896507059706,14,1.5,14,3,3,20,75,1.0,0.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-2.999999999999995,2.515179301411941,5.257888400274258,125.75896507059706,14,1.5,14,3,3,20,80,1.0,0.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-2.999999999999995,2.515179301411941,5.257888400274258,125.75896507059706,14,1.5,14,3,3,25,75,1.0,0.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-2.999999999999995,2.515179301411941,5.257888400274258,125.75896507059706,14,1.5,14,3,3,25,80,1.0,0.8,2.5,True,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-2.9999999999999956,2.500000000000004,4.942005204669009,125.0000000000002,14,1.5,14,3,3,15,85,1.0,1.8,2.5,False,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-2.9999999999999956,2.500000000000004,4.942005204669009,125.0000000000002,14,1.5,14,3,3,15,85,1.0,1.8,2.5,True,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-2.9999999999999956,2.500000000000004,4.942005204669009,125.0000000000002,14,1.5,14,3,3,20,85,1.0,1.8,2.5,True,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-2.9999999999999956,2.500000000000004,4.942005204669009,125.0000000000002,14,1.5,14,3,3,20,85,1.0,1.8,2.5,False,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-2.9999999999999956,2.500000000000004,4.942005204669009,125.0000000000002,14,1.5,14,3,3,25,85,1.0,1.8,2.5,False,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-2.9999999999999956,2.500000000000004,4.942005204669009,125.0000000000002,14,1.5,14,3,3,25,85,1.0,1.8,2.5,True,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-2.9999999999999956,2.500000000000004,4.594028301543274,125.0000000000002,14,1.5,14,3,3,15,85,1.0,1.2,2.5,True,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-2.9999999999999956,2.500000000000004,4.594028301543274,125.0000000000002,14,1.5,14,3,3,15,85,1.0,1.2,2.5,False,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-2.9999999999999956,2.500000000000004,4.594028301543274,125.0000000000002,14,1.5,14,3,3,20,85,1.0,1.2,2.5,True,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-2.9999999999999956,2.500000000000004,4.594028301543274,125.0000000000002,14,1.5,14,3,3,20,85,1.0,1.2,2.5,False,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-2.9999999999999956,2.500000000000004,4.594028301543274,125.0000000000002,14,1.5,14,3,3,25,85,1.0,1.2,2.5,False,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-2.9999999999999956,2.500000000000004,4.594028301543274,125.0000000000002,14,1.5,14,3,3,25,85,1.0,1.2,2.5,True,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-2.9999999999999956,2.500000000000004,3.4845725643715353,125.0000000000002,14,1.5,14,3,3,15,85,1.0,0.8,2.5,True,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-2.9999999999999956,2.500000000000004,3.4845725643715353,125.0000000000002,14,1.5,14,3,3,15,85,1.0,0.8,2.5,False,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-2.9999999999999956,2.500000000000004,3.4845725643715353,125.0000000000002,14,1.5,14,3,3,20,85,1.0,0.8,2.5,True,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-2.9999999999999956,2.500000000000004,3.4845725643715353,125.0000000000002,14,1.5,14,3,3,20,85,1.0,0.8,2.5,False,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-2.9999999999999956,2.500000000000004,3.4845725643715353,125.0000000000002,14,1.5,14,3,3,25,85,1.0,0.8,2.5,True,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-2.9999999999999956,2.500000000000004,3.4845725643715353,125.0000000000002,14,1.5,14,3,3,25,85,1.0,0.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-2.999999999999995,2.500000000000003,5.959392425929999,125.00000000000016,14,1.5,14,3,3,15,75,1.0,1.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-2.999999999999995,2.500000000000003,5.959392425929999,125.00000000000016,14,1.5,14,3,3,15,80,1.0,1.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-2.999999999999995,2.500000000000003,5.959392425929999,125.00000000000016,14,1.5,14,3,3,20,75,1.0,1.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-2.999999999999995,2.500000000000003,5.959392425929999,125.00000000000016,14,1.5,14,3,3,20,80,1.0,1.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-2.999999999999995,2.500000000000003,5.959392425929999,125.00000000000016,14,1.5,14,3,3,25,75,1.0,1.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-2.999999999999995,2.500000000000003,5.959392425929999,125.00000000000016,14,1.5,14,3,3,25,80,1.0,1.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-2.999999999999995,2.500000000000003,5.328210539752654,125.00000000000016,14,1.5,14,3,3,15,75,1.0,1.2,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-2.999999999999995,2.500000000000003,5.328210539752654,125.00000000000016,14,1.5,14,3,3,15,80,1.0,1.2,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-2.999999999999995,2.500000000000003,5.328210539752654,125.00000000000016,14,1.5,14,3,3,20,75,1.0,1.2,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-2.999999999999995,2.500000000000003,5.328210539752654,125.00000000000016,14,1.5,14,3,3,20,80,1.0,1.2,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-2.999999999999995,2.500000000000003,5.328210539752654,125.00000000000016,14,1.5,14,3,3,25,75,1.0,1.2,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-2.999999999999995,2.500000000000003,5.328210539752654,125.00000000000016,14,1.5,14,3,3,25,80,1.0,1.2,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-2.999999999999995,2.500000000000003,4.026391684448738,125.00000000000016,14,1.5,14,3,3,15,75,1.0,0.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-2.999999999999995,2.500000000000003,4.026391684448738,125.00000000000016,14,1.5,14,3,3,15,80,1.0,0.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-2.999999999999995,2.500000000000003,4.026391684448738,125.00000000000016,14,1.5,14,3,3,20,75,1.0,0.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-2.999999999999995,2.500000000000003,4.026391684448738,125.00000000000016,14,1.5,14,3,3,20,80,1.0,0.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-2.999999999999995,2.500000000000003,4.026391684448738,125.00000000000016,14,1.5,14,3,3,25,75,1.0,0.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-2.999999999999995,2.500000000000003,4.026391684448738,125.00000000000016,14,1.5,14,3,3,25,80,1.0,0.8,2.5,False,True,True,True,0.1,3,0.1,0.04
14,50.0,7.499999999999992,-2.999999999999999,2.4999999999999982,8.346491329704486,124.99999999999991,14,1.5,9,3,3,15,85,1.0,1.8,2.5,False,False,True,True,0.1,3,0.1,0.04
14,50.0,7.499999999999992,-2.999999999999999,2.4999999999999982,8.346491329704486,124.99999999999991,14,1.5,9,3,3,20,85,1.0,1.8,2.5,False,False,True,True,0.1,3,0.1,0.04
14,50.0,7.499999999999992,-2.999999999999999,2.4999999999999982,8.346491329704486,124.99999999999991,14,1.5,9,3,3,25,85,1.0,1.8,2.5,False,False,True,True,0.1,3,0.1,0.04
14,50.0,7.499999999999992,-2.999999999999999,2.4999999999999982,7.126848569774169,124.99999999999991,14,1.5,9,3,3,15,85,1.0,1.2,2.5,False,False,True,True,0.1,3,0.1,0.04
14,50.0,7.499999999999992,-2.999999999999999,2.4999999999999982,7.126848569774169,124.99999999999991,14,1.5,9,3,3,20,85,1.0,1.2,2.5,False,False,True,True,0.1,3,0.1,0.04
14,50.0,7.499999999999992,-2.999999999999999,2.4999999999999982,7.126848569774169,124.99999999999991,14,1.5,9,3,3,25,85,1.0,1.2,2.5,False,False,True,True,0.1,3,0.1,0.04
14,50.0,7.499999999999992,-2.999999999999999,2.4999999999999982,5.4255454147310145,124.99999999999991,14,1.5,9,3,3,15,85,1.0,0.8,2.5,False,False,True,True,0.1,3,0.1,0.04
14,50.0,7.499999999999992,-2.999999999999999,2.4999999999999982,5.4255454147310145,124.99999999999991,14,1.5,9,3,3,20,85,1.0,0.8,2.5,False,False,True,True,0.1,3,0.1,0.04
14,50.0,7.499999999999992,-2.999999999999999,2.4999999999999982,5.4255454147310145,124.99999999999991,14,1.5,9,3,3,25,85,1.0,0.8,2.5,False,False,True,True,0.1,3,0.1,0.04
14,50.0,8.150055021541629,-4.499999999999991,1.8111233381203655,9.377050353415427,90.55616690601828,14,1.5,9,3,3,15,85,1.5,1.8,2.5,True,False,True,True,0.1,3,0.1,0.04
14,50.0,8.150055021541629,-4.499999999999991,1.8111233381203655,9.377050353415427,90.55616690601828,14,1.5,9,3,3,20,85,1.5,1.8,2.5,True,False,True,True,0.1,3,0.1,0.04
14,50.0,8.150055021541629,-4.499999999999991,1.8111233381203655,9.377050353415427,90.55616690601828,14,1.5,9,3,3,25,85,1.5,1.8,2.5,True,False,True,True,0.1,3,0.1,0.04
14,50.0,8.150055021541629,-4.499999999999991,1.8111233381203655,8.108794640045458,90.55616690601828,14,1.5,9,3,3,15,85,1.5,1.2,2.5,True,False,True,True,0.1,3,0.1,0.04
14,50.0,8.150055021541629,-4.499999999999991,1.8111233381203655,8.108794640045458,90.55616690601828,14,1.5,9,3,3,20,85,1.5,1.2,2.5,True,False,True,True,0.1,3,0.1,0.04
14,50.0,8.150055021541629,-4.499999999999991,1.8111233381203655,8.108794640045458,90.55616690601828,14,1.5,9,3,3,25,85,1.5,1.2,2.5,True,False,True,True,0.1,3,0.1,0.04
14,50.0,8.150055021541629,-4.499999999999991,1.8111233381203655,6.203692064526822,90.55616690601828,14,1.5,9,3,3,15,85,1.5,0.8,2.5,True,False,True,True,0.1,3,0.1,0.04
14,50.0,8.150055021541629,-4.499999999999991,1.8111233381203655,6.203692064526822,90.55616690601828,14,1.5,9,3,3,20,85,1.5,0.8,2.5,True,False,True,True,0.1,3,0.1,0.04
14,50.0,8.150055021541629,-4.499999999999991,1.8111233381203655,6.203692064526822,90.55616690601828,14,1.5,9,3,3,25,85,1.5,0.8,2.5,True,False,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-4.499999999999979,1.6767862009412993,5.220720185022376,83.83931004706497,14,1.5,14,3,3,15,75,1.5,1.2,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-4.499999999999979,1.6767862009412993,5.220720185022376,83.83931004706497,14,1.5,14,3,3,15,80,1.5,1.2,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-4.499999999999979,1.6767862009412993,5.220720185022376,83.83931004706497,14,1.5,14,3,3,20,75,1.5,1.2,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-4.499999999999979,1.6767862009412993,5.220720185022376,83.83931004706497,14,1.5,14,3,3,20,80,1.5,1.2,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-4.499999999999979,1.6767862009412993,5.220720185022376,83.83931004706497,14,1.5,14,3,3,25,75,1.5,1.2,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-4.499999999999979,1.6767862009412993,5.220720185022376,83.83931004706497,14,1.5,14,3,3,25,80,1.5,1.2,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-4.499999999999979,1.6767862009412993,3.7345787955019416,83.83931004706497,14,1.5,14,3,3,15,75,1.5,0.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-4.499999999999979,1.6767862009412993,3.7345787955019416,83.83931004706497,14,1.5,14,3,3,15,80,1.5,0.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-4.499999999999979,1.6767862009412993,3.7345787955019416,83.83931004706497,14,1.5,14,3,3,20,75,1.5,0.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-4.499999999999979,1.6767862009412993,3.7345787955019416,83.83931004706497,14,1.5,14,3,3,20,80,1.5,0.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-4.499999999999979,1.6767862009412993,3.7345787955019416,83.83931004706497,14,1.5,14,3,3,25,75,1.5,0.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-4.499999999999979,1.6767862009412993,3.7345787955019416,83.83931004706497,14,1.5,14,3,3,25,80,1.5,0.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-4.499999999999979,1.6767862009412993,3.5058131229918965,83.83931004706497,14,1.5,14,3,3,15,75,1.5,1.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-4.499999999999979,1.6767862009412993,3.5058131229918965,83.83931004706497,14,1.5,14,3,3,15,80,1.5,1.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-4.499999999999979,1.6767862009412993,3.5058131229918965,83.83931004706497,14,1.5,14,3,3,20,75,1.5,1.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-4.499999999999979,1.6767862009412993,3.5058131229918965,83.83931004706497,14,1.5,14,3,3,20,80,1.5,1.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-4.499999999999979,1.6767862009412993,3.5058131229918965,83.83931004706497,14,1.5,14,3,3,25,75,1.5,1.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.545537904235811,-4.499999999999979,1.6767862009412993,3.5058131229918965,83.83931004706497,14,1.5,14,3,3,25,80,1.5,1.8,2.5,True,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-4.499999999999979,1.666666666666674,3.9918132854429356,83.3333333333337,14,1.5,14,3,3,15,75,1.5,1.2,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-4.499999999999979,1.666666666666674,3.9918132854429356,83.3333333333337,14,1.5,14,3,3,15,80,1.5,1.2,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-4.499999999999979,1.666666666666674,3.9918132854429356,83.3333333333337,14,1.5,14,3,3,20,75,1.5,1.2,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-4.499999999999979,1.666666666666674,3.9918132854429356,83.3333333333337,14,1.5,14,3,3,20,80,1.5,1.2,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-4.499999999999979,1.666666666666674,3.9918132854429356,83.3333333333337,14,1.5,14,3,3,25,75,1.5,1.2,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-4.499999999999979,1.666666666666674,3.9918132854429356,83.3333333333337,14,1.5,14,3,3,25,80,1.5,1.2,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-4.499999999999979,1.666666666666674,3.1041447732531813,83.3333333333337,14,1.5,14,3,3,15,75,1.5,1.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-4.499999999999979,1.666666666666674,3.1041447732531813,83.3333333333337,14,1.5,14,3,3,15,80,1.5,1.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-4.499999999999979,1.666666666666674,3.1041447732531813,83.3333333333337,14,1.5,14,3,3,20,75,1.5,1.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-4.499999999999979,1.666666666666674,3.1041447732531813,83.3333333333337,14,1.5,14,3,3,20,80,1.5,1.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-4.499999999999979,1.666666666666674,3.1041447732531813,83.3333333333337,14,1.5,14,3,3,25,75,1.5,1.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-4.499999999999979,1.666666666666674,3.1041447732531813,83.3333333333337,14,1.5,14,3,3,25,80,1.5,1.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-4.499999999999979,1.666666666666674,2.520904504237431,83.3333333333337,14,1.5,14,3,3,15,75,1.5,0.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-4.499999999999979,1.666666666666674,2.520904504237431,83.3333333333337,14,1.5,14,3,3,15,80,1.5,0.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-4.499999999999979,1.666666666666674,2.520904504237431,83.3333333333337,14,1.5,14,3,3,20,75,1.5,0.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-4.499999999999979,1.666666666666674,2.520904504237431,83.3333333333337,14,1.5,14,3,3,20,80,1.5,0.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-4.499999999999979,1.666666666666674,2.520904504237431,83.3333333333337,14,1.5,14,3,3,25,75,1.5,0.8,2.5,False,True,True,True,0.1,3,0.1,0.04
12,50.0,7.499999999999997,-4.499999999999979,1.666666666666674,2.520904504237431,83.3333333333337,14,1.5,14,3,3,25,80,1.5,0.8,2.5,False,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-4.499999999999981,1.6666666666666738,3.7381851912077435,83.3333333333337,14,1.5,14,3,3,15,85,1.5,1.2,2.5,False,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-4.499999999999981,1.6666666666666738,3.7381851912077435,83.3333333333337,14,1.5,14,3,3,15,85,1.5,1.2,2.5,True,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-4.499999999999981,1.6666666666666738,3.7381851912077435,83.3333333333337,14,1.5,14,3,3,20,85,1.5,1.2,2.5,True,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-4.499999999999981,1.6666666666666738,3.7381851912077435,83.3333333333337,14,1.5,14,3,3,20,85,1.5,1.2,2.5,False,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-4.499999999999981,1.6666666666666738,3.7381851912077435,83.3333333333337,14,1.5,14,3,3,25,85,1.5,1.2,2.5,True,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-4.499999999999981,1.6666666666666738,3.7381851912077435,83.3333333333337,14,1.5,14,3,3,25,85,1.5,1.2,2.5,False,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-4.499999999999981,1.6666666666666738,2.5801511284820444,83.3333333333337,14,1.5,14,3,3,15,85,1.5,1.8,2.5,True,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-4.499999999999981,1.6666666666666738,2.5801511284820444,83.3333333333337,14,1.5,14,3,3,15,85,1.5,1.8,2.5,False,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-4.499999999999981,1.6666666666666738,2.5801511284820444,83.3333333333337,14,1.5,14,3,3,20,85,1.5,1.8,2.5,True,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-4.499999999999981,1.6666666666666738,2.5801511284820444,83.3333333333337,14,1.5,14,3,3,20,85,1.5,1.8,2.5,False,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-4.499999999999981,1.6666666666666738,2.5801511284820444,83.3333333333337,14,1.5,14,3,3,25,85,1.5,1.8,2.5,False,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-4.499999999999981,1.6666666666666738,2.5801511284820444,83.3333333333337,14,1.5,14,3,3,25,85,1.5,1.8,2.5,True,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-4.499999999999981,1.6666666666666738,2.4523244454862647,83.3333333333337,14,1.5,14,3,3,15,85,1.5,0.8,2.5,True,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-4.499999999999981,1.6666666666666738,2.4523244454862647,83.3333333333337,14,1.5,14,3,3,15,85,1.5,0.8,2.5,False,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-4.499999999999981,1.6666666666666738,2.4523244454862647,83.3333333333337,14,1.5,14,3,3,20,85,1.5,0.8,2.5,False,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-4.499999999999981,1.6666666666666738,2.4523244454862647,83.3333333333337,14,1.5,14,3,3,20,85,1.5,0.8,2.5,True,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-4.499999999999981,1.6666666666666738,2.4523244454862647,83.3333333333337,14,1.5,14,3,3,25,85,1.5,0.8,2.5,True,True,True,True,0.1,3,0.1,0.04
10,50.0,7.500000000000002,-4.499999999999981,1.6666666666666738,2.4523244454862647,83.3333333333337,14,1.5,14,3,3,25,85,1.5,0.8,2.5,False,True,True,True,0.1,3,0.1,0.04
14,50.0,7.499999999999992,-4.499999999999991,1.6666666666666683,6.774721209903767,83.33333333333341,14,1.5,9,3,3,15,85,1.5,1.8,2.5,False,False,True,True,0.1,3,0.1,0.04
14,50.0,7.499999999999992,-4.499999999999991,1.6666666666666683,6.774721209903767,83.33333333333341,14,1.5,9,3,3,20,85,1.5,1.8,2.5,False,False,True,True,0.1,3,0.1,0.04
14,50.0,7.499999999999992,-4.499999999999991,1.6666666666666683,6.774721209903767,83.33333333333341,14,1.5,9,3,3,25,85,1.5,1.8,2.5,False,False,True,True,0.1,3,0.1,0.04
14,50.0,7.499999999999992,-4.499999999999991,1.6666666666666683,5.529971357510544,83.33333333333341,14,1.5,9,3,3,15,85,1.5,1.2,2.5,False,False,True,True,0.1,3,0.1,0.04
